"isolate__autocolour","ST__autocolour","Serotype__autocolour","SRA__autocolour","Biosample__autocolour","benchmark_included__autocolour","stx_profile__autocolour","stx_count__autocolour","plasmid_profile__autocolour","plasmid_count__autocolour","ST_plot__autocolour","Serotype_plot__autocolour","plasmid_profile_plot__autocolour","stx_profile_plot__autocolour"
"GCF_001890245.1_ASM189024v1","11","O157:H7",NA,NA,"no",NA,NA,NA,NA,"11",NA,NA,NA
"GCF_001890265.1_ASM189026v1","11","O157:H7",NA,NA,"no",NA,NA,NA,NA,"11",NA,NA,NA
"GCF_001890285.2_ASM189028v2","11","O157:H7",NA,NA,"no",NA,NA,NA,NA,"11",NA,NA,NA
"GCF_001890305.1_ASM189030v1","11","O157:H7",NA,NA,"no",NA,NA,NA,NA,"11",NA,NA,NA
"GCF_001890325.1_ASM189032v1","11","O157:H7",NA,NA,"no",NA,NA,NA,NA,"11",NA,NA,NA
"GCF_001890345.1_ASM189034v1","11","O157:H7",NA,NA,"no",NA,NA,NA,NA,"11",NA,NA,NA
"GCF_001890365.1_ASM189036v1","38","O153:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900295.1_ASM190029v1","38","O153:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900315.1_ASM190031v1","7063","O77/O17/O44/O106:H41",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900335.1_ASM190033v1","109","O8:H8",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900355.1_ASM190035v1","109","O8:H8",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900375.1_ASM190037v1","224","O8:H23",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900395.1_ASM190039v1","12","O4:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900415.1_ASM190041v1","197","O13/O135:H30",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900435.1_ASM190043v1","197","O13/O135:H30",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900455.1_ASM190045v1","10","O107/O117:H27",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900475.1_ASM190047v1","297","O54:H8",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900495.1_ASM190049v1","2522","O153/O178:H8",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900515.1_ASM190051v1","20","O15:H2",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900535.1_ASM190053v1","295","O10:H16",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900555.1_ASM190055v1","1426","O108/O8:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900575.1_ASM190057v1","7064","-:H32",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900595.1_ASM190059v1","-","O103:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900615.1_ASM190061v1","373","O75:H52",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900635.1_ASM190063v1","90","O8:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900655.1_ASM190065v1","-","O116:H38",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900675.1_ASM190067v1","58","O9:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900695.1_ASM190069v1","1196","O91:H28",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900715.1_ASM190071v1","-","O116:H38",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900735.1_ASM190073v1","117","O143:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900775.1_ASM190077v1","193","O156:H11",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900795.1_ASM190079v1","46","-:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900815.1_ASM190081v1","101","O28:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900835.1_ASM190083v1","617","O89:H17",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900885.1_ASM190088v1","1706","O116:H8",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900905.1_ASM190090v1","3519","O116:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900925.1_ASM190092v1","1706","O116:H8",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900945.1_ASM190094v1","-","O91:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900965.1_ASM190096v1","-","-:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001900985.1_ASM190098v1","218","-:H34",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001901005.1_ASM190100v1","345","O8:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001901025.1_ASM190102v1","1081","O132:H49",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001901045.1_ASM190104v1","1081","O132:H49",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001901065.1_ASM190106v1","278","O153/O178:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001901085.1_ASM190108v1","5082","O65:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001901105.1_ASM190110v1","278","O153/O178:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001901125.1_ASM190112v1","6994","O168:H16",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001901145.1_ASM190114v1","278","O153/O178:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001901165.1_ASM190116v1","278","O153/O178:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001901185.1_ASM190118v1","1081","O180:H14",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001901215.1_ASM190121v1","278","O153/O178:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001901315.1_ASM190131v1","216","O127:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001901365.1_ASM190136v1","48","O8:H11",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001901405.1_ASM190140v1","517","O153:H19",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001901425.1_ASM190142v1","20","O15:H2",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001901445.1_ASM190144v1","3501","O103:H16",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001901465.1_ASM190146v1","3574","O105:H20",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001932515.1_ASM193251v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001936315.1_ASM193631v1","189","O3:H26",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001971765.1_ASM197176v1","1011","O86:H51",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_001999185.1_ASM199918v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002007705.1_ASM200770v1","-","O15:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002009315.1_ASM200931v1","117","-:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002011945.1_ASM201194v1","101","O131:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002011965.1_ASM201196v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002011985.1_ASM201198v1","393","O15:H1",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002012005.1_ASM201200v1","410","-:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002012025.1_ASM201202v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002012045.1_ASM201204v1","38","O153:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002012065.1_ASM201206v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002012085.1_ASM201208v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002012105.1_ASM201210v1","540","O9:H30",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002012125.1_ASM201212v1","44","O89:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002012145.1_ASM201214v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002012165.1_ASM201216v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002012205.1_ASM201220v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002012225.1_ASM201222v1","648","O1:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002012245.1_ASM201224v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002012265.1_ASM201226v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002012305.1_ASM201230v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002024865.1_ASM202486v1","95","O18:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002055605.1_ASM205560v1","300","O182:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002055635.1_ASM205563v1","101","O131:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002056065.1_ASM205606v1","1408","O13/O135:H30",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002056145.1_ASM205614v1","1809","O78:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002056635.1_ASM205663v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002057245.1_ASM205724v1","300","O156:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002057355.1_ASM205735v1","327","O156:H8",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002058765.1_ASM205876v1","1266","O123/O186:H34",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002077195.1_ASM207719v1","1434","O18:H14",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002078275.1_ASM207827v1","93","-:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002078295.1_ASM207829v1","93","-:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002079225.1_ASM207922v1","1721","-:H19",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002090355.1_ASM209035v1","-","O7:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002105735.1_ASM210573v1","1434","O18:H14",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002116715.2_ASM211671v2","602","-:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002118095.1_ASM211809v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002142675.1_ASM214267v1","405","O102:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002142695.1_ASM214269v1","617","O89:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002142715.1_ASM214271v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002156825.1_ASM215682v1","294","O111:H8",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002156845.1_ASM215684v1","294","O111:H8",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002157245.1_ASM215724v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002163655.1_ASM216365v1","101","O153:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002163695.1_ASM216369v1","154","O89:H38",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002163935.1_ASM216393v1","1147","O128:H35",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002164595.2_ASM216459v2","405","O102:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002164635.4_ASM216463v4","405","O102:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002164645.3_ASM216464v3","405","O102:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002164865.2_ASM216486v2","410","O8:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002164975.2_ASM216497v2","410","O8:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002165095.2_ASM216509v2","156","-:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002165115.2_ASM216511v2","410","-:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002180055.1_ASM218005v1","167","O89:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002180095.1_ASM218009v1","101","O131:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002180135.1_ASM218013v1","167","O89:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002180195.1_ASM218019v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002180215.1_ASM218021v1","167","O89:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002180275.1_ASM218027v1","101","O131:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002192275.1_ASM219227v1","617","O89:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002192295.1_ASM219229v1","167","O89:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002193095.1_ASM219309v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002196475.1_ASM219647v1","219","O51:H34",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002196495.1_ASM219649v1","219","O51:H34",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002201835.1_ASM220183v1","1284","O89:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002202175.1_ASM220217v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002208865.2_ASM220886v2","11","O157:H7","SRR5413253","SAMN06173306","yes","stx1a; stx2c",2,"-1; 25",2,"11","O157:H7","Other","stx1a; stx2c"
"GCF_002209105.2_ASM220910v2","678","O104:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002211725.1_ASM221172v1","635","O27:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002214205.1_ASM221420v1","1485","O15:H42",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002214745.2_ASM221474v2","678","O104:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002215095.1_ASM221509v1","141","O2:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002220215.1_ASM222021v1","2521","O178/O153:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002220265.1_ASM222026v1","11","O157:H7",NA,NA,"no",NA,NA,NA,NA,"11",NA,NA,NA
"GCF_002237305.1_ASM223730v1","1858","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002237325.1_ASM223732v1","155","O102:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002246595.2_ASM224659v3","34","O9:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002249955.1_ASM224995v1","11","O157:H7","SRR1714120","SAMN03256350","yes","stx2a",1,"26",1,"11","O157:H7","26","stx2a"
"GCF_002269325.1_ASM226932v1","4","O6:H16",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002278115.2_ASM227811v2","69","O77/O17/O44/O106:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002285755.1_ASM228575v1","95","O2/O50:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002302315.1_ASM230231v1","443","O115:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002302335.1_ASM230233v1","5305","O114:H49",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002310555.1_ASM231055v1","539","O159:H28",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002310575.1_ASM231057v1","127","O6:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002310595.1_ASM231059v1","38","O1:H15",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002310615.1_ASM231061v1","349","O166:H15",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002310635.1_ASM231063v1","929","O21:H14",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002310655.1_ASM231065v1","963","-:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002310675.1_ASM231067v1","46","O9:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002310695.1_ASM231069v1","648","O153:H2",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002310715.1_ASM231071v1","744","O89:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002310735.1_ASM231073v1","10","O89:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002357875.1_ASM235787v1","457","O1:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002357895.1_ASM235789v1","457","O11:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002357915.1_ASM235791v1","117","O24:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002393365.1_ASM239336v1","678","O104:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002393465.1_ASM239346v1","678","O104:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002494365.2_ASM249436v2","1434","O18:H14",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002587005.1_ASM258700v1","648","O45:H45",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002589795.1_ASM258979v1","410","O8:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002591135.1_ASM259113v1","405","O102:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002716885.1_ASM271688v1","442","O91:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002741175.1_ASM274117v1","1312","O25:H16",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002741195.1_ASM274119v1","4","O6:H16",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002741215.1_ASM274121v1","48","O15:H11",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002741255.1_ASM274125v1","5305","O114:H49",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002741295.1_ASM274129v1","1312","O25:H16",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002741315.1_ASM274131v1","1312","O25:H16",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002741335.1_ASM274133v1","4","O6:H16",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002741355.1_ASM274135v1","7256","O78:H12",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002741435.1_ASM274143v1","182","O169:H41",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002741455.1_ASM274145v1","58","O128:H27",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002741475.1_ASM274147v1","316","O27:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002741495.1_ASM274149v1","182","O169:H41",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002741515.1_ASM274151v1","2353","O6:H16",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002741535.1_ASM274153v1","182","O169:H41",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002741555.1_ASM274155v1","182","O169:H41",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002741575.1_ASM274157v1","4","O6:H16",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002741595.1_ASM274159v1","-","O153/O178:H19",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002761835.1_ASM276183v1","1721","-:H19",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002763515.2_ASM276351v3","127","O6:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002763995.1_ASM276399v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002764015.1_ASM276401v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002786655.1_ASM278665v1","167","O89:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002787215.1_ASM278721v1","405","O102:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002787315.1_ASM278731v1","167","O9:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002787545.1_ASM278754v1","167","O89:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002787645.1_ASM278764v1","457","O11:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002787935.1_ASM278793v1","101","-:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002788115.1_ASM278811v1","405","O102:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002788295.1_ASM278829v1","167","O9:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002796445.1_ASM279644v1","448","O29:H8",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002796585.1_ASM279658v1","144","O16:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002803805.1_ASM280380v2","764","O9:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002803905.1_ASM280390v1","410","O8:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002811555.3_ASM281155v3","410","O8:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002812545.1_ASM281254v1","48","O8:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002843685.1_ASM284368v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002844165.1_ASM284416v1","655","O121:H19",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002844685.1_ASM284468v1","95","O2/O50:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002846135.1_ASM284613v1","95","O2/O50:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002848225.1_ASM284822v1","1060","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002850675.4_ASM285067v5","617","O89:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002853655.1_ASM285365v1","301","O70:H2",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002853715.1_ASM285371v1","117","O24:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002853805.1_ASM285380v1","88","O8:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002853965.1_ASM285396v1","-","O115:H2",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002854065.1_ASM285406v1","2064","O52:H45",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002855325.1_ASM285532v1","793","O115:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002855415.1_ASM285541v1","301","O180:H2",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002859105.1_ASM285910v1","127","O6:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002860085.1_ASM286008v1","156","O35:H28",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002860105.1_ASM286010v1","167","O89:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002863665.1_ASM286366v1","659","O177:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002863685.1_ASM286368v1","659","O177:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002863845.1_ASM286384v1","3693","-:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002863885.1_ASM286388v1","659","O177:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002870165.1_ASM287016v1","167","O89/O162/O101:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002879975.1_ASM287997v1","10","O13/O135:H11",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002887715.1_ASM288771v1","127","O6:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002893905.2_ASM289390v2","90","O147:H19",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002899475.1_ASM289947v1","-","O6:H49",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_002899495.1_ASM289949v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
