"isolate","scheme","ST","adk","fumC","gyrB","icd","mdh","purA","recA","Species","O.type","H.type","Serotype","QC","Evidence","GeneScores","AlleleKeys","GeneIdentities...","GeneCoverages...","GeneContigNames","GeneRanges","GeneLengths","Database","Warnings","SRA","Biosample","benchmark_included","stx_profile","stx_count","plasmid_profile","plasmid_count","Unique","Distinct","Total","Max_count","rep_types","rep_frac_distinct","rep_frac_total"
"GCF_000245515.1_ASM24551v1","ecoli_achtman_4","335","adk(29)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O55","H7","O55:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O55-1-wzx-origin;O55-4-wzy-origin;H7-1-fliC-origin;","100;100;100;","100;100;100;","NC_017656.1;NC_017656.1;NC_017656.1;","2517965-2519242;2519260-2520237;2353106-2354863;","1278;978;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5177257,5269850,5448186,63,92593,0.01757,0.049728
"GCF_000258025.1_ASM25802v1","ecoli_achtman_4","1079","adk(6)","fumC(19)","gyrB(14)","icd(16)","mdh(11)","purA(12)","recA(2)","-","O6","H49","O6:H49","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O6-15-wzx;O6-5-wzy-origin;H49-3-fliC;","100;100;100;","100;100;100;","NC_017660.1;NC_017660.1;NC_017660.1;","2705390-2706646;2706646-2707989;2805076-2806770;","1257;1344;1695;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4652918,4708648,5027111,52,55730,0.011836,0.074435
"GCF_000258145.1_ASM25814v1","ecoli_achtman_4","1079","adk(6)","fumC(19)","gyrB(14)","icd(16)","mdh(11)","purA(12)","recA(2)","-","O6","H49","O6:H49","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O6-15-wzx;O6-5-wzy-origin;H49-3-fliC;","100;100;100;","100;100;100;","NC_017664.1;NC_017664.1;NC_017664.1;","2246110-2247366;2244767-2246110;2147323-2149017;","1257;1344;1695;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4862307,4911373,5005287,45,49066,0.00999,0.028566
"GCF_000262125.1_ASM26212v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NC_017906.1;NC_017906.1;NC_017906.1;","2712934-2714325;2715027-2716193;2554089-2555846;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5131835,5256943,5516634,59,125108,0.023799,0.069752
"GCF_000269645.1_PB_Esch_coli_MG12655_V1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O16","H48","O16:H48","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;","100;100;100;","100;100;100;","NZ_AKBV01000001.1;NZ_AKBV01000001.1;NZ_AKBV01000001.1;","1877732-1878979;1875455-1876621;1771505-1773001;","1248;1167;1497;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4510039,4543806,4638950,81,33767,0.007431,0.027789
"GCF_000270105.1_ASM27010v1","ecoli_achtman_4","1060","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(128)","-","O16","H48","O16:H48","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;","100;100;100;","100;100;100;","NC_017638.1;NC_017638.1;NC_017638.1;","2092140-2093387;2089863-2091029;1985913-1987409;","1248;1167;1497;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4481786,4515772,4621410,79,33986,0.007526,0.030212
"GCF_000273425.1_Esch_coli_MG12655_V1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O16","H48","O16:H48","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;","100;100;100;","100;100;100;","NZ_AKVX01000001.1;NZ_AKVX01000001.1;NZ_AKVX01000001.1;","2105767-2107014;2103490-2104656;1999540-2001036;","1248;1167;1497;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4510040,4543786,4638950,81,33746,0.007427,0.027789
"GCF_000284495.1_ASM28449v1","ecoli_achtman_4","135","adk(13)","fumC(39)","gyrB(50)","icd(13)","mdh(16)","purA(37)","recA(25)","-","O83","H1","O83:H1","-","Based on 3 allele(s)","wzx:0.999;wzy:0.999;fliC:1;","O83-1-wzx-origin;O83-2-wzy-origin;H1-1-fliC-origin;","99.931;99.919;100;","100;100;100;","NC_011993.1;NC_011993.1;NC_011993.1;","2127428-2128870;2126197-2127431;1963765-1965552;","1443;1236;1788;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4697200,4718772,4773088,62,21572,0.004572,0.015899
"GCF_000285655.3_EC958.v1","ecoli_achtman_4","131","adk(53)","fumC(40)","gyrB(47)","icd(13)","mdh(36)","purA(28)","recA(29)","-","O25","H4","O25:H4","-","Based on 3 allele(s)","wzx:0.96;wzy:0.957;fliC:1;","O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;","96.032;95.673;100;","100;100;100;","NZ_HG941718.1;NZ_HG941718.1;NZ_HG941718.1;","2307297-2308556;2304082-2305144;2096113-2097162;","1260;1063;1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5073103,5133730,5249389,50,60627,0.01181,0.033582
"GCF_000299255.1_ASM29925v1","ecoli_achtman_4","678","adk(6)","fumC(6)","gyrB(5)","icd(136)","mdh(9)","purA(7)","recA(7)","-","O104","H4","O104:H4","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O104-5-wzx-origin;O104-13-wzy;H4-2-fliC-origin;","100;100;100;","100;100;100;","NC_018650.1;NC_018650.1;NC_018650.1;","1939126-1940316;1936698-1937810;2085910-2086959;","1191;1113;1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5139394,5240436,5438094,49,101042,0.019281,0.054927
"GCF_000299455.1_ASM29945v1","ecoli_achtman_4","678","adk(6)","fumC(6)","gyrB(5)","icd(136)","mdh(9)","purA(7)","recA(7)","-","O104","H4","O104:H4","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O104-16-wzx;O104-13-wzy;H4-2-fliC-origin;","100;100;100;","100;100;100;","NC_018658.1;NC_018658.1;NC_018658.1;","1951085-1952275;1948657-1949769;2097870-2098919;","1191;1113;1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5147939,5249346,5437327,49,101407,0.019318,0.053222
"GCF_000299475.1_ASM29947v1","ecoli_achtman_4","678","adk(6)","fumC(6)","gyrB(5)","icd(136)","mdh(9)","purA(7)","recA(7)","-","O104","H4","O104:H4","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O104-5-wzx-origin;O104-13-wzy;H4-2-fliC-origin;","100;100;100;","100;100;100;","NC_018661.1;NC_018661.1;NC_018661.1;","1946816-1948006;1944388-1945500;2093600-2094649;","1191;1113;1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5046497,5162289,5389648,49,115792,0.02243,0.063669
"GCF_000332755.1_ASM33275v1","ecoli_achtman_4","23","adk(6)","fumC(4)","gyrB(12)","icd(1)","mdh(20)","purA(13)","recA(7)","-","O78","H9","O78:H9","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O78-3-wzx;O78-6-wzy;H9-1-fliC-origin;","100;100;100;","100;100;100;","NC_020163.1;NC_020163.1;NC_020163.1;","2852710-2854125;2856852-2857973;2750255-2752267;","1416;1122;2013;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4646442,4696186,4798388,61,49744,0.010592,0.031666
"GCF_000464955.2_ASM46495v2","ecoli_achtman_4","672","adk(6)","fumC(4)","gyrB(126)","icd(136)","mdh(11)","purA(8)","recA(6)","-","O104","H21","O104:H21","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O104-5-wzx-origin;O104-13-wzy;H21-12-fliC;","100;100;100;","100;100;100;","NZ_CP023541.1;NZ_CP023541.1;NZ_CP023541.1;","2938143-2939333;2940649-2941761;2819796-2821271;","1191;1113;1476;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4896085,4947962,5045879,46,51877,0.010485,0.029686
"GCF_000468515.1_ASM46851v1","ecoli_achtman_4","1079","adk(6)","fumC(19)","gyrB(14)","icd(16)","mdh(11)","purA(12)","recA(2)","-","O6","H49","O6:H49","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O6-15-wzx;O6-5-wzy-origin;H49-3-fliC;","100;100;100;","100;100;100;","NC_022364.1;NC_022364.1;NC_022364.1;","2189254-2190510;2187911-2189254;2089130-2090824;","1257;1344;1695;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4658952,4709204,4835581,45,50252,0.010671,0.036527
"GCF_000493595.2_EcoPMV1","ecoli_achtman_4","6134","adk(37)","fumC(38)","gyrB(521)","icd(37)","mdh(17)","purA(11)","recA(26)","-","O18","H7","O18:H7","-","Based on 3 allele(s)","wzx:1;wzy:0.999;fliC:1;","O18-6-wzx;O18-11-wzy;H7-3-fliC-origin;","100;99.916;100;","100;100;100;","NC_022370.1;NC_022370.1;NC_022370.1;","2248322-2249569;2247076-2248263;2028770-2030527;","1248;1189;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5049851,5111352,5210847,47,61501,0.012032,0.030896
"GCF_000493755.1_ASM49375v1","ecoli_achtman_4","131","adk(53)","fumC(40)","gyrB(47)","icd(13)","mdh(36)","purA(28)","recA(29)","-","O25","H4","O25:H4","-","Based on 3 allele(s)","wzx:0.96;wzy:0.957;fliC:1;","O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;","96.032;95.673;100;","100;100;100;","NC_022648.1;NC_022648.1;NC_022648.1;","2308173-2309432;2304958-2306020;2099527-2100576;","1260;1063;1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5066533,5154281,5308115,50,87748,0.017024,0.045512
"GCF_000499485.1_MYMC4100","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O16","H48","O16:H48","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;","100;100;100;","100;100;100;","NZ_HG738867.1;NZ_HG738867.1;NZ_HG738867.1;","1997290-1998537;1995013-1996179;1891063-1892559;","1248;1167;1497;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4394889,4427792,4527227,75,32903,0.007431,0.029232
"GCF_000520035.1_ASM52003v1","ecoli_achtman_4","32","adk(19)","fumC(23)","gyrB(18)","icd(24)","mdh(21)","purA(2)","recA(16)","-","O145","-","O145:-","-","Based on 2 allele(s)","wzx:1;wzy:1;","O145-3-wzx-origin;O145-21-wzy;","100;100;","100;100;","NZ_CP006027.1;NZ_CP006027.1;","2639063-2640301;2637905-2639055;","1239;1151;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5153203,5351159,5737234,64,197956,0.036993,0.101797
"GCF_000520055.1_ASM52005v1","ecoli_achtman_4","6130","adk(19)","fumC(23)","gyrB(51)","icd(24)","mdh(21)","purA(5)","recA(16)","-","O145","-","O145:-","-","Based on 2 allele(s)","wzx:1;wzy:1;","O145-2-wzx-origin;O145-5-wzy-origin;","100;100;","100;100;","NZ_CP006262.1;NZ_CP006262.1;","2566738-2567976;2565543-2566730;","1239;1188;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5089901,5233452,5558948,62,143551,0.02743,0.084377
"GCF_000597845.1_ASM59784v1","ecoli_achtman_4","540","adk(6)","fumC(7)","gyrB(57)","icd(1)","mdh(8)","purA(8)","recA(2)","-","O9","H30","O9:H30","-","Based on 3 allele(s)","wzm:1;wzt:0.999;fliC:1;","O9-14-wzm;O9-19-wzt;H30-1-fliC-origin;","100;99.923;100;","100;100;100;","NZ_CP007265.1;NZ_CP007265.1;NZ_CP007265.1;","3513620-3514405;3514408-3515703;3593860-3595572;","786;1296;1713;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4540879,4606111,4758609,75,65232,0.014162,0.045755
"GCF_000599625.1_ASM59962v1","ecoli_achtman_4","540","adk(6)","fumC(7)","gyrB(57)","icd(1)","mdh(8)","purA(8)","recA(2)","-","O9","H30","O9:H30","-","Based on 3 allele(s)","wzm:1;wzt:0.999;fliC:1;","O9-14-wzm;O9-19-wzt;H30-1-fliC-origin;","100;99.923;100;","100;100;100;","NZ_CP007390.1;NZ_CP007390.1;NZ_CP007390.1;","1783851-1784636;1784639-1785934;1864091-1865803;","786;1296;1713;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4555525,4630910,4807957,75,75385,0.016279,0.052503
"GCF_000599645.1_ASM59964v1","ecoli_achtman_4","540","adk(6)","fumC(7)","gyrB(57)","icd(1)","mdh(8)","purA(8)","recA(2)","-","O9","H30","O9:H30","-","Based on 3 allele(s)","wzm:1;wzt:0.999;fliC:1;","O9-14-wzm;O9-19-wzt;H30-1-fliC-origin;","100;99.923;100;","100;100;100;","NZ_CP007391.1;NZ_CP007391.1;NZ_CP007391.1;","1883638-1884423;1884426-1885721;1963878-1965590;","786;1296;1713;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4519412,4633069,4875662,80,113657,0.024532,0.073067
"GCF_000599665.1_ASM59966v1","ecoli_achtman_4","6131","adk(261)","fumC(160)","gyrB(2)","icd(63)","mdh(5)","purA(5)","recA(4)","-","-","H41","-:H41","-","Based on 1 allele(s)","fliC:0.99;","H41-1-fliC-origin;","98.869;","100;","NZ_CP007392.1;","2808512-2810191;","1680;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4803436,4877515,5054489,22,74079,0.015188,0.049669
"GCF_000599685.1_ASM59968v1","ecoli_achtman_4","6131","adk(261)","fumC(160)","gyrB(2)","icd(63)","mdh(5)","purA(5)","recA(4)","-","-","H41","-:H41","-","Based on 1 allele(s)","fliC:0.99;","H41-1-fliC-origin;","98.869;","100;","NZ_CP007393.1;","2800751-2802430;","1680;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4785603,4851368,4998890,22,65765,0.013556,0.042667
"GCF_000599705.1_ASM59970v1","ecoli_achtman_4","6131","adk(261)","fumC(160)","gyrB(2)","icd(63)","mdh(5)","purA(5)","recA(4)","-","-","H41","-:H41","-","Based on 1 allele(s)","fliC:0.99;","H41-1-fliC-origin;","98.869;","100;","NZ_CP007394.1;","2757013-2758692;","1680;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4748436,4864453,5090422,22,116017,0.02385,0.067182
"GCF_000618005.3_ASM61800v3","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O157","H16","O157:H16","-","Based on 3 allele(s)","wzx:1;wzy:0.999;fliC:1;","O157-2-wzx-origin;O157-7-wzy-origin;H16-5-fliC-origin;","100;99.916;100;","100;100;100;","NZ_CP051001.1;NZ_CP051001.1;NZ_CP051001.1;","3802701-3804092;3804794-3805979;3605353-3606927;","1392;1186;1575;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4689686,4750833,4882053,79,61147,0.012871,0.039403
"GCF_000618905.3_ASM61890v3","ecoli_achtman_4","381","adk(6)","fumC(4)","gyrB(12)","icd(92)","mdh(24)","purA(18)","recA(7)","-","O39","H9","O39:H9","-","Based on 3 allele(s)","wzx:0.999;wzy:1;fliC:1;","O39-1-wzx-origin;O39-2-wzy-origin;H9-5-fliC;","99.932;100;99.95;","100;100;100;","NZ_CP050998.1;NZ_CP050998.1;NZ_CP050998.1;","4880656-4882134;4884127-4885374;5083235-5085247;","1479;1248;2013;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5098690,5243695,5602930,54,145005,0.027653,0.089996
"GCF_000662395.1_ASM66239v1","ecoli_achtman_4","6130","adk(19)","fumC(23)","gyrB(51)","icd(24)","mdh(21)","purA(5)","recA(16)","-","O145","-","O145:-","-","Based on 2 allele(s)","wzx:1;wzy:1;","O145-2-wzx-origin;O145-5-wzy-origin;","100;100;","100;100;","NZ_CP007133.1;NZ_CP007133.1;","2566742-2567980;2565547-2566734;","1239;1188;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5090634,5233559,5558954,62,142925,0.027309,0.084246
"GCF_000671295.1_ASM67129v1","ecoli_achtman_4","32","adk(19)","fumC(23)","gyrB(18)","icd(24)","mdh(21)","purA(2)","recA(16)","-","O145","-","O145:-","-","Based on 2 allele(s)","wzx:1;wzy:1;","O145-3-wzx-origin;O145-21-wzy;","100;100;","100;100;","NZ_CP007136.1;NZ_CP007136.1;","2639061-2640299;2637903-2639053;","1239;1151;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5153640,5351183,5737233,64,197543,0.036916,0.10172
"GCF_000714595.1_ASM71459v1","ecoli_achtman_4","73","adk(36)","fumC(24)","gyrB(9)","icd(13)","mdh(17)","purA(11)","recA(25)","-","O6","H1","O6:H1","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O6-1-wzx-origin;O6-4-wzy-origin;H1-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP007799.1;NZ_CP007799.1;NZ_CP007799.1;","2372054-2373310;2370711-2372054;2130338-2132125;","1257;1344;1788;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4705958,4972508,5439839,68,266550,0.053605,0.134909
"GCF_000725305.1_ASM72530v1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O16","H48","O16:H48","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP008801.1;NZ_CP008801.1;NZ_CP008801.1;","2084042-2085289;2081765-2082931;1977815-1979311;","1248;1167;1497;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4582283,4616557,4718525,80,34274,0.007424,0.028874
"GCF_000730345.1_ASM73034v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP008805.1;NZ_CP008805.1;NZ_CP008805.1;","2746028-2747419;2748121-2749287;2530208-2531965;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5169161,5324080,5651926,62,154919,0.029098,0.085416
"GCF_000732965.1_ASM73296v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP008957.1;NZ_CP008957.1;NZ_CP008957.1;","2871526-2872917;2873619-2874785;2718842-2720599;","1392;1167;1758;","v1.0 (11-03-2020)","-","SRR1509643","SAMN02905113","yes","stx1a; stx2a",2,"26",1,5050661,5259613,5639359,61,208952,0.039728,0.104391
"GCF_000743255.1_ASM74325v1","ecoli_achtman_4","73","adk(36)","fumC(24)","gyrB(9)","icd(13)","mdh(17)","purA(11)","recA(25)","-","O6","H1","O6:H1","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP009072.1;NZ_CP009072.1;NZ_CP009072.1;","5061057-5062313;5059714-5061057;3138916-3140703;","1257;1344;1788;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5020412,5090335,5203101,54,69923,0.013736,0.035112
"GCF_000750555.1_ASM75055v1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O16","H48","O16:H48","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP009273.1;NZ_CP009273.1;NZ_CP009273.1;","2101818-2103065;2099541-2100707;1995591-1997087;","1248;1167;1497;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4502002,4535606,4631449,81,33604,0.007409,0.02795
"GCF_000784925.1_ASM78492v1","ecoli_achtman_4","648","adk(92)","fumC(4)","gyrB(87)","icd(96)","mdh(70)","purA(58)","recA(2)","-","O1","H6","O1:H6","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O1-1-wzx-origin;O1-7-wzy;H6-17-fliC;","100;100;99.637;","100;100;100;","NZ_CP009859.1;NZ_CP009859.1;NZ_CP009859.1;","2397328-2398554;2394056-2395060;2203028-2204674;","1227;1005;1653;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5341630,5419701,5559562,33,78071,0.014405,0.039199
"GCF_000800215.1_ASM80021v1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O16","H48","O16:H48","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP009644.1;NZ_CP009644.1;NZ_CP009644.1;","2098446-2099693;2096169-2097335;1983099-1984595;","1248;1167;1497;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4416613,4451193,4558643,80,34580,0.007769,0.031156
"GCF_000800765.1_ASM80076v1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O16","H48","O16:H48","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP009789.1;NZ_CP009789.1;NZ_CP009789.1;","2098447-2099694;2096170-2097336;1983100-1984596;","1248;1167;1497;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4416773,4451189,4558640,80,34416,0.007732,0.03112
"GCF_000801165.1_ASM80116v1","ecoli_achtman_4","2773","adk(6)","fumC(6)","gyrB(3)","icd(26)","mdh(9)","purA(8)","recA(2)","-","O104","H7","O104:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O104-5-wzx-origin;O104-13-wzy;H7-6-fliC-origin;","100;100;100;","100;100;100;","NZ_CP009104.1;NZ_CP009104.1;NZ_CP009104.1;","3024415-3025605;3026921-3028033;2870119-2871876;","1191;1113;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4814317,4880675,4995866,48,66358,0.013596,0.03634
"GCF_000801185.2_ASM80118v2","ecoli_achtman_4","672","adk(6)","fumC(4)","gyrB(126)","icd(136)","mdh(11)","purA(8)","recA(6)","-","O104","H21","O104:H21","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O104-5-wzx-origin;O104-13-wzy;H21-12-fliC;","100;100;100;","100;100;100;","NZ_CP009106.2;NZ_CP009106.2;NZ_CP009106.2;","2938140-2939330;2940646-2941758;2819793-2821268;","1191;1113;1476;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4896077,4947954,5045871,46,51877,0.010485,0.029686
"GCF_000801205.1_ASM80120v1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O16","H48","O16:H48","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP009685.1;NZ_CP009685.1;NZ_CP009685.1;","1590567-1591814;1592925-1594091;1696545-1698041;","1248;1167;1497;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4504469,4538220,4636811,81,33751,0.007437,0.028542
"GCF_000803705.1_ASM80370v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP010304.1;NZ_CP010304.1;NZ_CP010304.1;","2709187-2710578;2711280-2712446;2493131-2494888;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5125538,5269472,5582056,62,143934,0.027315,0.081783
"GCF_000813165.1_ASM81316v1","ecoli_achtman_4","-","adk(55)","fumC(2157?)","gyrB(19)","icd(37)","mdh(17)","purA(11)","recA(26)","-","O2/O50","H5","O2/O50:H5","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O2-1-wzx-origin;O2-11-wzy;H5-2-fliC-origin;","100;100;100;","100;100;100;","NZ_CP005930.1;NZ_CP005930.1;NZ_CP005930.1;","143047-144309;140372-141334;4225479-4226789;","1263;963;1311;","v1.0 (11-03-2020)","High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4949441,4997311,5125724,46,47870,0.009579,0.034392
"GCF_000814145.2_ASM81414v2","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O9","H9","O9:H9","-","Based on 3 allele(s)","wzm:1;wzt:1;fliC:1;","O9-14-wzm;O9-20-wzt;H9-3-fliC;","100;100;100;","100;100;100;","NZ_CP010371.1;NZ_CP010371.1;NZ_CP010371.1;","2184923-2185708;2183625-2184920;2088947-2090959;","786;1296;2013;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4842181,4936361,5106443,81,94180,0.019079,0.051751
"GCF_000819645.1_ASM81964v1","ecoli_achtman_4","88","adk(6)","fumC(4)","gyrB(12)","icd(1)","mdh(20)","purA(12)","recA(7)","-","O78","H19","O78:H19","-","Based on 3 allele(s)","wzx:1;wzy:0.999;fliC:1;","O78-1-wzx-origin;O78-2-wzy-origin;H19-2-fliC-origin;","100;99.911;99.946;","100;100;100;","NZ_CP010315.1;NZ_CP010315.1;NZ_CP010315.1;","2364697-2366112;2368839-2369960;2184940-2186781;","1416;1122;1842;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5052453,5131416,5272994,55,78963,0.015388,0.041825
